Time,Campaign Name,Requests,Impressions,25% Views,50% Views,75% Views,Complete Views,Viewable Impressions,Clicks,Revenue,Rebate Cost,Net Revenue
16/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,2.344,376,394,339,297,264,333,0,"8,71","1,91","6,8"
16/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,2.344,289,327,274,244,210,256,8,"6,93","1,54","5,39"
16/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_PagoVirtual_26.924_31Dic,2.340,319,330,282,249,228,283,7,"7,52","1,65","5,87"
17/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_2x1Pre_26.924_31Dic,2.292,319,339,293,246,228,280,3,"7,52","1,65","5,87"
17/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,2.292,322,350,294,264,232,281,7,"7,66","1,68","5,98"
17/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,2.292,337,363,314,282,238,301,5,"7,85","1,72","6,13"
17/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_PagoVirtual_26.924_31Dic,2.292,361,370,329,299,265,311,7,"8,74","1,92","6,82"
18/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_2x1Pre_26.924_31Dic,1.897,369,355,315,283,260,319,5,"8,58","1,86","6,72"
18/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,1.897,300,285,250,232,211,258,3,"6,96","1,55","5,41"
18/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,1.897,291,290,261,237,215,259,0,"7,1","1,54","5,56"
18/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_PagoVirtual_26.924_31Dic,1.897,360,319,294,275,261,322,4,"8,61","1,86","6,75"
19/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_2x1Pre_26.924_31Dic,1.875,332,321,286,256,243,285,5,"8,02","1,76","6,26"
19/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,1.875,316,301,278,248,224,271,1,"7,39","1,62","5,77"
19/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,1.876,313,301,268,247,228,271,4,"7,52","1,63","5,89"
19/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_PagoVirtual_26.924_31Dic,1.875,359,315,292,275,256,310,2,"8,45","1,87","6,58"
20/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_2x1Pre_26.924_31Dic,1.935,325,327,290,259,240,281,3,"7,92","1,79","6,13"
20/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,1.944,311,310,277,250,225,270,1,"7,43","1,63","5,8"
20/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,1.944,295,309,265,239,212,252,1,7,"1,51","5,49"
20/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_PagoVirtual_26.924_31Dic,1.935,385,324,300,285,272,336,3,"8,98","1,99","6,99"
21/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_2x1Pre_26.924_31Dic,1.871,311,295,263,241,227,272,2,"7,49","1,64","5,85"
21/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,1.871,299,280,253,237,217,255,0,"7,16","1,56","5,6"
21/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,1.871,362,329,300,279,257,325,2,"8,48","1,85","6,63"
